TeamID,HomeWins,HomeLosses,AwayWins,AwayLosses,NeutralWins,NeutralLosses,TotalWins,TotalLosses,OpponentHomeWins,OpponentHomeLosses,OpponentAwayWins,OpponentAwayLosses,OpponentNeutralWins,OpponentNeutralLosses,OpponentTotalWins,OpponentTotalLosses,TeamName
333,8,6,3,10,0,1,11,17,141,61,82,152,37,34,260,247,UTRGV
159,4,9,6,7,1,2,11,18,131,93,95,157,30,28,256,278,Manhattan
210,6,8,4,11,1,1,11,20,144,90,88,184,36,35,268,309,North_Dakota
271,7,8,4,8,0,5,11,21,266,120,94,201,61,60,421,381,South_Carolina
184,6,2,3,12,2,2,11,16,132,64,85,149,33,21,250,234,Morgan_St
154,7,6,3,13,1,1,11,20,139,109,105,195,14,29,258,333,Loyola_MD
236,7,3,4,14,0,2,11,19,155,102,97,228,30,35,282,365,Prairie_View
218,11,8,0,11,0,2,11,21,263,104,111,186,45,51,419,341,Notre_Dame
280,8,5,3,13,0,0,11,18,139,101,89,179,14,24,242,304,St_Francis_PA
32,6,7,3,13,2,0,11,20,149,124,91,211,20,28,260,363,Bucknell
24,6,7,5,11,0,0,11,18,160,79,90,182,19,20,269,281,Binghamton
158,6,4,5,12,0,1,11,17,152,93,89,173,19,25,260,291,Maine
330,6,5,3,13,2,1,11,19,170,88,101,175,44,47,315,310,Utah_Tech
121,6,8,3,12,2,0,11,20,165,104,84,196,31,43,280,343,IL_Chicago
123,8,7,3,9,0,5,11,21,164,98,89,190,37,39,290,327,Illinois_St
72,7,8,2,12,1,3,10,23,222,98,94,144,32,44,348,286,DePaul
269,7,9,1,11,2,2,10,22,228,106,111,154,66,46,405,306,SMU
272,6,6,3,11,1,2,10,19,132,85,82,160,34,23,248,268,South_Dakota
15,7,8,2,11,1,1,10,20,158,110,85,221,36,27,279,358,Arkansas_St
133,6,5,3,12,1,1,10,18,171,105,111,224,34,23,316,352,Jacksonville_St
96,6,7,4,9,0,4,10,20,193,94,103,154,45,41,341,289,Fresno_St
178,5,7,3,11,2,2,10,20,156,89,82,186,43,32,281,307,Missouri_KC
23,6,5,3,13,1,2,10,20,135,88,85,247,20,30,240,365,Bethune-Cookman
214,4,8,3,13,3,2,10,23,140,83,101,150,36,36,277,269,Northern_Arizona
194,5,5,4,10,1,4,10,19,178,93,102,196,41,39,321,328,NC_A&T
165,5,8,3,14,2,1,10,23,162,79,97,164,40,29,299,272,McNeese_St
334,7,7,2,12,1,2,10,21,161,92,98,189,38,39,297,320,Valparaiso
132,4,6,6,10,0,0,10,16,172,84,102,194,39,23,313,301,Jacksonville
155,6,8,3,9,1,4,10,21,248,135,93,219,43,60,384,414,Loyola-Chicago
235,4,7,5,9,1,3,10,19,152,93,90,156,34,38,276,287,Portland_St
85,5,9,4,9,1,2,10,20,145,93,90,183,34,28,269,304,ETSU
227,9,7,1,10,0,4,10,21,191,99,73,158,40,48,304,305,Oregon_St
203,4,9,4,10,2,1,10,20,125,92,70,174,36,23,231,289,New_Orleans
213,6,6,3,12,1,2,10,20,167,126,106,201,33,43,306,370,Northeastern
43,6,7,4,14,0,1,10,22,160,129,109,217,16,28,285,374,Central_Conn
171,6,9,3,9,0,2,9,20,178,87,93,197,28,38,299,322,Miami_OH
28,5,9,4,11,0,0,9,20,168,96,88,211,32,43,288,350,Bowling_Green
290,5,7,3,13,1,2,9,22,178,104,115,202,32,43,325,349,Stony_Brook
124,5,7,3,12,1,0,9,19,114,100,74,176,27,22,215,298,Incarnate_Word
256,6,9,3,8,0,3,9,20,177,105,88,155,48,37,313,297,San_Diego
94,5,12,4,7,0,4,9,23,273,104,98,183,55,57,426,344,Florida_St
244,7,9,1,10,1,3,9,22,263,124,114,190,43,61,420,375,Rhode_Island
62,4,8,4,12,1,2,9,22,132,100,95,161,27,30,254,291,CS_Bakersfield
41,6,7,3,12,0,1,9,20,142,80,101,137,39,33,282,250,Canisius
174,6,11,1,9,2,2,9,22,224,97,69,190,45,38,338,325,Minnesota
59,4,6,5,16,0,1,9,23,204,97,104,219,41,42,349,358,Coppin_St
1,5,5,4,8,0,4,9,17,154,75,109,167,40,45,303,287,Abilene_Chr
49,4,9,4,11,1,2,9,22,149,98,89,200,33,34,271,332,Citadel
120,5,7,4,12,0,2,9,21,141,95,82,187,39,41,262,323,Idaho_St
115,4,9,4,11,0,2,8,22,151,100,112,188,16,22,279,310,Holy_Cross
319,4,8,4,10,0,3,8,21,171,99,108,185,42,30,321,314,ULM
52,5,8,3,11,0,1,8,20,163,81,97,172,37,27,297,280,Coastal_Car
66,5,5,3,12,0,1,8,18,139,92,103,155,22,22,264,269,Dartmouth
12,6,5,2,16,0,0,8,21,137,89,81,180,31,30,249,299,Ark_Little_Rock
145,6,4,2,14,0,3,8,21,139,91,73,186,31,28,243,305,Lindenwood
44,4,8,3,12,1,1,8,21,136,81,76,167,31,29,243,277,Charleston_So
360,6,8,1,8,1,6,8,22,214,81,105,137,52,42,371,260,Wyoming
315,2,10,6,9,0,1,8,20,157,100,101,163,29,41,287,304,UC_San_Diego
36,4,8,3,12,1,1,8,21,178,107,86,198,28,47,292,352,C_Michigan
197,4,7,1,15,3,1,8,23,165,75,102,162,45,36,312,273,NE_Omaha
327,6,10,2,11,0,1,8,22,158,83,91,156,38,24,287,263,UT_San_Antonio
